Order Date,Order ID,Quantity,Customer Name,Segment,Product Name,Category,Manufacturer,City,State,Region,Ship Date,Ship Mode,Discount,Profit,Profit Ratio,Sales,unit price,sub category,shipping price,month,name_city_state,order_category,retail_price,Diff_ship_order
11/1/2015,CA-2015-158771,3,Sean Braxton,Corporate,Avery 518,Office Supplies,Avery,Henderson,Kentucky,South,11/1/2015,Same Day,0,5,0.48,9,3,Labels,52.47,11,"Sean Braxton, Henderson, Kentucky",Low,3,0
11/1/2015,CA-2015-159184,2,John Castell,Consumer,Avery Poly Binder Pockets,Office Supplies,Avery,Macon,Georgia,South,11/6/2015,Standard Class,0,3,0.48,7,3.5,Binders,8.26,11,"John Castell, Macon, Georgia",Low,3.5,5
11/1/2015,CA-2015-159310,3,Steven Cartwright,Consumer,"Avery Triangle Shaped Sheet Lifters, Black, 2/Pack",Office Supplies,Avery,Houston,Texas,Central,11/6/2015,Standard Class,0.8,-2,-1.5,1,1.67,Binders,11.99,11,"Steven Cartwright, Houston, Texas",Loss,1.67,5
11/1/2015,CA-2015-159520,3,Grant Thornton,Corporate,"Chromcraft Bull-Nose Wood 48"" x 96"" Rectangular Conference Tables",Furniture,Chromcraft,Long Beach,New York,East,11/12/2015,Standard Class,0.4,-347,-0.35,992,551.11,Tables,8.84,11,"Grant Thornton, Long Beach, New York",Loss,551.11,11
11/1/2015,CA-2015-158540,4,Vivek Gonzalez,Consumer,"Eldon Delta Triangular Chair Mat, 52"" x 58"", Clear",Furniture,Eldon,San Diego,California,West,11/10/2015,First Class,0,27,0.18,152,38,Furnishings,23.87,11,"Vivek Gonzalez, San Diego, California",Low,38,9
11/1/2015,CA-2015-158771,3,Sean Braxton,Corporate,Fellowes Super Stor/Drawer,Office Supplies,Fellowes,Henderson,Kentucky,South,11/1/2015,Same Day,0,15,0.18,83,27.67,Storage,52.47,11,"Sean Braxton, Henderson, Kentucky",Low,27.67,0
11/1/2015,CA-2015-158470,3,Allen Goldenen,Consumer,GBC Durable Plastic Covers,Office Supplies,GBC,Arlington,Virginia,South,11/8/2015,Second Class,0,27,0.46,58,19.33,Binders,0.43,11,"Allen Goldenen, Arlington, Virginia",Low,19.33,7
11/1/2015,CA-2015-159338,5,Noel Staavos,Corporate,Hon 4060 Series Tables,Furniture,Hon,Los Angeles,California,West,11/5/2015,First Class,0.2,11,0.02,448,112,Tables,18.39,11,"Noel Staavos, Los Angeles, California",Low,112,4
11/1/2015,CA-2015-159310,4,Steven Cartwright,Consumer,"Hon Deluxe Fabric Upholstered Stacking Chairs, Squared Back",Furniture,Hon,Houston,Texas,Central,11/6/2015,Standard Class,0.3,0,0,683,243.93,Chairs,11.99,11,"Steven Cartwright, Houston, Texas",Loss,243.93,5
11/1/2015,CA-2015-159478,3,Maya Herman,Corporate,"Master Caster Door Stop, Brown",Furniture,Master Caster,New York City,New York,East,11/2/2015,Standard Class,0,5,0.34,15,5,Furnishings,10.09,11,"Maya Herman, New York City, New York",Low,5,1
11/1/2015,CA-2015-159121,7,Jack O'Briant,Corporate,Memorex Micro Travel Drive 16 GB,Technology,Memorex,Draper,Utah,West,11/8/2015,Standard Class,0,35,0.31,112,16,Accessories,13.07,11,"Jack O'Briant, Draper, Utah",Low,16,7
11/1/2015,CA-2015-159184,5,John Castell,Consumer,"Seth Thomas 14"" Day/Date Wall Clock",Furniture,Seth Thomas,Macon,Georgia,South,11/6/2015,Standard Class,0,53,0.37,142,28.4,Furnishings,8.26,11,"John Castell, Macon, Georgia",High,28.4,5
11/1/2015,CA-2015-159625,3,Sally Matthias,Consumer,Staple envelope,Office Supplies,Staple envelope,Scottsdale,Arizona,West,11/9/2015,Standard Class,0.2,9,0.38,23,9.58,Envelopes,10.53,11,"Sally Matthias, Scottsdale, Arizona",Low,9.58,8
11/1/2015,CA-2015-158771,7,Sean Braxton,Corporate,Weyerhaeuser First Choice Laser/Copy Paper (20Lb. and 88 Bright),Office Supplies,Other,Henderson,Kentucky,South,11/1/2015,Same Day,0,22,0.48,45,6.43,Paper,52.47,11,"Sean Braxton, Henderson, Kentucky",Low,6.43,0
11/1/2015,CA-2015-159520,9,Grant Thornton,Corporate,Wilson Jones Century Plastic Molded Ring Binders,Office Supplies,Wilson Jones,Long Beach,New York,East,11/12/2015,Standard Class,0.2,50,0.34,150,20.83,Binders,8.84,11,"Grant Thornton, Long Beach, New York",High,20.83,11
11/1/2015,CA-2015-158442,3,Annie Zypern,Consumer,Xerox 1967,Office Supplies,Xerox,Dallas,Texas,Central,11/1/2015,Same Day,0.2,5,0.35,16,6.67,Paper,52.31,11,"Annie Zypern, Dallas, Texas",Low,6.67,0
11/1/2015,CA-2015-158470,11,Allen Goldenen,Consumer,Xerox 232,Office Supplies,Xerox,Arlington,Virginia,South,11/8/2015,Second Class,0,34,0.48,71,6.45,Paper,0.43,11,"Allen Goldenen, Arlington, Virginia",Low,6.45,7
11/2/2015,CA-2015-159800,3,Sheri Gordon,Consumer,Acco 6 Outlet Guardian Premium Surge Suppressor,Office Supplies,Acco,San Francisco,California,West,11/8/2015,First Class,0,12,0.27,44,14.67,Appliances,16.04,11,"Sheri Gordon, San Francisco, California",Low,14.67,6
11/2/2015,CA-2015-159814,2,Liz Pelletier,Consumer,Acrylic Self-Standing Desk Frames,Furniture,Other,Tucson,Arizona,West,11/12/2015,Standard Class,0.2,1,0.23,4,2.5,Furnishings,5.53,11,"Liz Pelletier, Tucson, Arizona",Low,2.5,10
11/2/2015,CA-2015-159835,5,Randy Bradley,Consumer,Hon Every-Day Series Multi-Task Chairs,Furniture,Hon,Philadelphia,Pennsylvania,East,11/3/2015,Standard Class,0.3,-94,-0.14,658,188,Chairs,7.98,11,"Randy Bradley, Philadelphia, Pennsylvania",Loss,188,1
11/2/2015,CA-2015-160094,5,Justin MacKendrick,Consumer,Hunt Boston Vacuum Mount KS Pencil Sharpener,Office Supplies,Hunt,Louisville,Kentucky,South,11/14/2015,First Class,0,45,0.26,175,35,Art,22.35,11,"Justin MacKendrick, Louisville, Kentucky",High,35,12
11/2/2015,CA-2015-159709,5,Arianne Irving,Consumer,"LF Elite 3D Dazzle Designer Hard Case Cover, Lf Stylus Pen and Wiper For Apple Iphone 5c Mini Lite",Technology,Other,Kent,Washington,West,11/7/2015,Standard Class,0.2,4,0.1,44,11,Phones,6.52,11,"Arianne Irving, Kent, Washington",Low,11,5
11/2/2015,CA-2015-159800,7,Sheri Gordon,Consumer,Micropad Numeric Keypads,Technology,Other,San Francisco,California,West,11/8/2015,First Class,0,35,0.25,140,20,Accessories,16.04,11,"Sheri Gordon, San Francisco, California",Low,20,6
11/2/2015,CA-2015-160066,2,Adam Hart,Corporate,Permanent Self-Adhesive File Folder Labels for Typewriters by Universal,Office Supplies,Universal,Huntington Beach,California,West,11/6/2015,Standard Class,0,2,0.46,5,2.5,Labels,9.93,11,"Adam Hart, Huntington Beach, California",Low,2.5,4
11/2/2015,CA-2015-159849,3,Jim Kriz,Home Office,Revere Boxed Rubber Bands by Revere,Office Supplies,Other,San Francisco,California,West,11/2/2015,Same Day,0,0,0.02,6,2,Fasteners,54.15,11,"Jim Kriz, San Francisco, California",Loss,2,0
11/2/2015,CA-2015-159835,2,Randy Bradley,Consumer,"Southworth 100% Résumé Paper, 24lb.",Office Supplies,Southworth,Philadelphia,Pennsylvania,East,11/3/2015,Standard Class,0.2,4,0.31,12,7.5,Paper,7.98,11,"Randy Bradley, Philadelphia, Pennsylvania",Low,7.5,1
11/2/2015,CA-2015-159709,3,Arianne Irving,Consumer,"Strathmore #10 Envelopes, Ultimate White",Office Supplies,Strathmore,Kent,Washington,West,11/7/2015,Standard Class,0,77,0.49,158,52.67,Envelopes,6.52,11,"Arianne Irving, Kent, Washington",High,52.67,5
11/2/2015,CA-2015-159681,4,Patrick O'Brill,Consumer,Xerox 1909,Office Supplies,Xerox,Virginia Beach,Virginia,South,11/3/2015,Standard Class,0,49,0.46,106,26.5,Paper,7.17,11,"Patrick O'Brill, Virginia Beach, Virginia",High,26.5,1
11/3/2015,CA-2015-160766,4,Darrin Martin,Consumer,Ativa V4110MDD Micro-Cut Shredder,Technology,Ativa,New York City,New York,East,11/3/2015,Same Day,0,1372,0.49,2800,700,Machines,46.14,11,"Darrin Martin, New York City, New York",High,700,0
11/3/2015,CA-2015-160262,7,Thomas Seio,Corporate,DIXON Oriole Pencils,Office Supplies,Dixon,North Las Vegas,Nevada,West,11/11/2015,Second Class,0,5,0.26,18,2.57,Art,6.54,11,"Thomas Seio, North Las Vegas, Nevada",Low,2.57,8
11/3/2015,CA-2015-160094,5,Justin MacKendrick,Consumer,Economy Rollaway Files,Office Supplies,Other,Louisville,Kentucky,South,11/14/2015,First Class,0,215,0.26,826,165.2,Storage,22.35,11,"Justin MacKendrick, Louisville, Kentucky",High,165.2,11
11/3/2015,CA-2015-160157,3,Mark Hamilton,Consumer,Eldon Cleatmat Plus Chair Mats for High Pile Carpets,Furniture,Eldon,Hamilton,Ohio,East,11/8/2015,Standard Class,0.2,-21,-0.11,191,79.58,Furnishings,9.73,11,"Mark Hamilton, Hamilton, Ohio",Loss,79.58,5
11/3/2015,CA-2015-160738,2,Katharine Harms,Corporate,Eldon Portable Mobile Manager,Office Supplies,Eldon,Freeport,Illinois,Central,11/13/2015,Standard Class,0.2,4,0.09,45,28.13,Storage,11.42,11,"Katharine Harms, Freeport, Illinois",Low,28.13,10
11/3/2015,CA-2015-160262,2,Thomas Seio,Corporate,"Executive Impressions 13-1/2"" Indoor/Outdoor Wall Clock",Furniture,Executive Impressions,North Las Vegas,Nevada,West,11/11/2015,Second Class,0,14,0.38,37,18.5,Furnishings,6.54,11,"Thomas Seio, North Las Vegas, Nevada",Low,18.5,8
11/3/2015,CA-2015-160766,2,Darrin Martin,Consumer,Honeywell Enviracaire Portable HEPA Air Cleaner for 17' x 22' Room,Office Supplies,Honeywell,New York City,New York,East,11/3/2015,Same Day,0,198,0.33,601,300.5,Appliances,46.14,11,"Darrin Martin, New York City, New York",High,300.5,0
11/3/2015,CA-2015-160766,9,Darrin Martin,Consumer,KI Adjustable-Height Table,Furniture,KI,New York City,New York,East,11/3/2015,Same Day,0.4,-108,-0.23,464,85.93,Tables,46.14,11,"Darrin Martin, New York City, New York",Loss,85.93,0
11/3/2015,CA-2015-160276,2,Anna Häberlin,Corporate,Luxo Adjustable Task Clamp Lamp,Furniture,Luxo,Virginia Beach,Virginia,South,11/8/2015,Standard Class,0,46,0.26,178,89,Furnishings,7.17,11,"Anna Häberlin, Virginia Beach, Virginia",High,89,5
11/3/2015,CA-2015-160766,1,Darrin Martin,Consumer,Spigen Samsung Galaxy S5 Case Wallet,Technology,Other,New York City,New York,East,11/3/2015,Same Day,0,4,0.26,17,17,Phones,46.14,11,"Darrin Martin, New York City, New York",Low,17,0
11/3/2015,CA-2015-160766,7,Darrin Martin,Consumer,Staple envelope,Office Supplies,Staple envelope,New York City,New York,East,11/3/2015,Same Day,0,31,0.46,68,9.71,Envelopes,46.14,11,"Darrin Martin, New York City, New York",Low,9.71,0
11/3/2015,CA-2015-160766,3,Darrin Martin,Consumer,Vtech CS6719,Technology,Other,New York City,New York,East,11/3/2015,Same Day,0,81,0.28,288,96,Phones,46.14,11,"Darrin Martin, New York City, New York",High,96,0
11/3/2015,CA-2015-160262,3,Thomas Seio,Corporate,Xerox 1909,Office Supplies,Xerox,North Las Vegas,Nevada,West,11/11/2015,Second Class,0,36,0.46,79,26.33,Paper,6.54,11,"Thomas Seio, North Las Vegas, Nevada",Low,26.33,8
11/3/2015,CA-2015-160766,9,Darrin Martin,Consumer,Xerox 198,Office Supplies,Xerox,New York City,New York,East,11/3/2015,Same Day,0,21,0.47,45,5,Paper,46.14,11,"Darrin Martin, New York City, New York",Low,5,0
11/4/2015,CA-2015-162089,5,Mark Packer,Home Office,Airmail Envelopes,Office Supplies,Other,Brownsville,Texas,Central,11/14/2015,First Class,0.2,113,0.34,336,84,Envelopes,15.31,11,"Mark Packer, Brownsville, Texas",High,84,10
11/4/2015,CA-2015-160773,6,Laurel Workman,Corporate,Avery Durable Binders,Office Supplies,Avery,Deltona,Florida,South,11/15/2015,Standard Class,0.7,-4,-0.7,5,2.78,Binders,14.14,11,"Laurel Workman, Deltona, Florida",Loss,2.78,11
11/4/2015,CA-2015-161249,5,Roger Demir,Consumer,Avery Hole Reinforcements,Office Supplies,Avery,Phoenix,Arizona,West,11/7/2015,Standard Class,0.7,-7,-0.7,9,6,Binders,14.71,11,"Roger Demir, Phoenix, Arizona",Loss,6,3
11/4/2015,CA-2015-161508,7,Paul Van Hugh,Home Office,Fluorescent Highlighters by Dixon,Office Supplies,Other,League City,Texas,Central,11/7/2015,Standard Class,0.2,4,0.18,22,3.93,Art,12.59,11,"Paul Van Hugh, League City, Texas",Low,3.93,3
11/4/2015,CA-2015-162089,7,Mark Packer,Home Office,"Global Stack Chair without Arms, Black",Furniture,Global,Brownsville,Texas,Central,11/14/2015,First Class,0.3,-9,-0.07,127,25.92,Chairs,15.31,11,"Mark Packer, Brownsville, Texas",Loss,25.92,10
11/4/2015,CA-2015-161508,3,Paul Van Hugh,Home Office,Hon Deluxe Fabric Upholstered Stacking Chairs,Furniture,Hon,League City,Texas,Central,11/7/2015,Standard Class,0.3,-15,-0.03,512,243.81,Chairs,12.59,11,"Paul Van Hugh, League City, Texas",Loss,243.81,3
11/4/2015,CA-2015-162089,7,Mark Packer,Home Office,Innergie mMini Combo Duo USB Travel Charging Kit,Technology,Other,Brownsville,Texas,Central,11/14/2015,First Class,0.2,88,0.35,252,45,Phones,15.31,11,"Mark Packer, Brownsville, Texas",High,45,10
11/4/2015,CA-2015-161032,3,Michael Kennedy,Corporate,Office Star - Mesh Screen back chair with Vinyl seat,Furniture,Office Star,Franklin,Wisconsin,Central,11/5/2015,Standard Class,0,43,0.11,393,131,Chairs,13.53,11,"Michael Kennedy, Franklin, Wisconsin",High,131,1
11/4/2015,CA-2015-161508,2,Paul Van Hugh,Home Office,Stockwell Push Pins,Office Supplies,Stockwell,League City,Texas,Central,11/7/2015,Standard Class,0.2,1,0.16,3,1.88,Fasteners,12.59,11,"Paul Van Hugh, League City, Texas",Low,1.88,3
11/4/2015,CA-2015-161249,3,Roger Demir,Consumer,"Super Bands, 12/Pack",Office Supplies,Other,Phoenix,Arizona,West,11/7/2015,Standard Class,0.2,-1,-0.21,4,1.67,Fasteners,14.71,11,"Roger Demir, Phoenix, Arizona",Loss,1.67,3
11/4/2015,CA-2015-162278,4,Angele Hood,Consumer,Tenex Chairmats For Use With Carpeted Floors,Furniture,Tenex,Seattle,Washington,West,11/7/2015,Second Class,0,3,0.05,64,16,Furnishings,3.06,11,"Angele Hood, Seattle, Washington",Low,16,3
11/4/2015,CA-2015-162278,5,Angele Hood,Consumer,Vtech CS6719,Technology,Other,Seattle,Washington,West,11/7/2015,Second Class,0.2,38,0.1,384,96,Phones,3.06,11,"Angele Hood, Seattle, Washington",High,96,3
11/4/2015,CA-2015-160773,2,Laurel Workman,Corporate,Wilson SignalBoost 841262 DB PRO Amplifier Kit,Technology,Other,Deltona,Florida,South,11/15/2015,Standard Class,0.2,72,0.13,576,360,Phones,14.14,11,"Laurel Workman, Deltona, Florida",High,360,11
11/4/2015,CA-2015-161634,5,Chris Cortes,Consumer,Xerox 192,Office Supplies,Xerox,Chesapeake,Virginia,South,11/11/2015,Standard Class,0,16,0.48,32,6.4,Paper,9.62,11,"Chris Cortes, Chesapeake, Virginia",Low,6.4,7
11/4/2015,CA-2015-161508,3,Paul Van Hugh,Home Office,Xerox 195,Office Supplies,Xerox,League City,Texas,Central,11/7/2015,Standard Class,0.2,6,0.35,16,6.67,Paper,12.59,11,"Paul Van Hugh, League City, Texas",Low,6.67,3
11/5/2015,CA-2015-162775,3,Chris Selesnick,Corporate,3-ring staple pack,Office Supplies,3-ring staple pack,Bossier City,Louisiana,South,11/17/2015,Second Class,0,3,0.48,6,2,Binders,0.3,11,"Chris Selesnick, Bossier City, Louisiana",Low,2,12
11/5/2015,CA-2015-162684,2,Ann Steele,Home Office,"Acco Clips to Go Binder Clips, 24 Clips in Two Sizes",Office Supplies,Acco,Philadelphia,Pennsylvania,East,11/13/2015,Standard Class,0.2,2,0.34,6,3.75,Fasteners,7.98,11,"Ann Steele, Philadelphia, Pennsylvania",Low,3.75,8
11/5/2015,CA-2015-162362,4,Jeremy Lonsdale,Consumer,Avery Durable Binders,Office Supplies,Avery,Midland,Michigan,Central,11/9/2015,Standard Class,0,6,0.49,12,3,Binders,11.81,11,"Jeremy Lonsdale, Midland, Michigan",Low,3,4
11/5/2015,CA-2015-162775,3,Chris Selesnick,Corporate,Brown Kraft Recycled Envelopes,Office Supplies,Other,Bossier City,Louisiana,South,11/17/2015,Second Class,0,25,0.5,51,17,Envelopes,0.3,11,"Chris Selesnick, Bossier City, Louisiana",Low,17,12
11/5/2015,CA-2015-162775,6,Chris Selesnick,Corporate,Fellowes Stor/Drawer Steel Plus Storage Drawers,Office Supplies,Fellowes,Bossier City,Louisiana,South,11/17/2015,Second Class,0,34,0.06,573,95.5,Storage,0.3,11,"Chris Selesnick, Bossier City, Louisiana",High,95.5,12
11/5/2015,CA-2015-162775,6,Chris Selesnick,Corporate,Plantronics S12 Corded Telephone Headset System,Technology,Plantronics,Bossier City,Louisiana,South,11/17/2015,Second Class,0,259,0.4,647,107.83,Accessories,0.3,11,"Chris Selesnick, Bossier City, Louisiana",High,107.83,12
11/5/2015,CA-2015-162775,2,Chris Selesnick,Corporate,Staple envelope,Office Supplies,Staple envelope,Bossier City,Louisiana,South,11/17/2015,Second Class,0,5,0.47,11,5.5,Envelopes,0.3,11,"Chris Selesnick, Bossier City, Louisiana",Low,5.5,12
11/5/2015,CA-2015-162362,3,Jeremy Lonsdale,Consumer,Storex DuraTech Recycled Plastic Frosted Binders,Office Supplies,Storex,Midland,Michigan,Central,11/9/2015,Standard Class,0,6,0.5,13,4.33,Binders,11.81,11,"Jeremy Lonsdale, Midland, Michigan",Low,4.33,4
11/6/2015,CA-2015-162866,4,Corey-Lock,Consumer,Staple magnet,Office Supplies,Staple magnet,Skokie,Illinois,Central,11/16/2015,Standard Class,0.2,3,0.1,30,9.38,Storage,9.13,11,"Corey-Lock, Skokie, Illinois",Low,9.38,10
11/7/2015,CA-2015-162992,5,Bart Pistole,Corporate,Advantus T-Pin Paper Clips,Office Supplies,Advantus,Los Angeles,California,West,11/10/2015,First Class,0,9,0.39,23,4.6,Fasteners,18.39,11,"Bart Pistole, Los Angeles, California",Low,4.6,3
11/7/2015,CA-2015-163223,4,Kristen Hastings,Corporate,American Pencil,Office Supplies,Other,Springfield,Virginia,South,11/14/2015,Standard Class,0,3,0.29,9,2.25,Art,7.88,11,"Kristen Hastings, Springfield, Virginia",Low,2.25,7
11/7/2015,CA-2015-163223,5,Kristen Hastings,Corporate,Avery 492,Office Supplies,Avery,Springfield,Virginia,South,11/14/2015,Standard Class,0,7,0.46,14,2.8,Labels,7.88,11,"Kristen Hastings, Springfield, Virginia",Low,2.8,7
11/7/2015,CA-2015-162992,2,Bart Pistole,Corporate,Avery 516,Office Supplies,Avery,Los Angeles,California,West,11/10/2015,First Class,0,7,0.47,15,7.5,Labels,18.39,11,"Bart Pistole, Los Angeles, California",Low,7.5,3
11/7/2015,CA-2015-162992,4,Bart Pistole,Corporate,Clarity 53712,Technology,Other,Los Angeles,California,West,11/10/2015,First Class,0.2,16,0.08,211,65.94,Phones,18.39,11,"Bart Pistole, Los Angeles, California",Low,65.94,3
11/7/2015,CA-2015-162866,6,Corey-Lock,Consumer,DAX Wood Document Frame,Furniture,DAX,Skokie,Illinois,Central,11/16/2015,Standard Class,0.6,-20,-0.6,33,13.75,Furnishings,9.13,11,"Corey-Lock, Skokie, Illinois",Loss,13.75,9
11/7/2015,CA-2015-163034,5,Darren Koutras,Consumer,Fellowes Super Stor/Drawer Files,Office Supplies,Fellowes,Chicago,Illinois,Central,11/9/2015,Standard Class,0.2,-8,-0.01,646,161.5,Storage,13.2,11,"Darren Koutras, Chicago, Illinois",Loss,161.5,2
11/7/2015,CA-2015-163293,4,Karen Carlisle,Corporate,"Maxell 74 Minute CD-R Spindle, 50/Pack",Technology,Maxell,Macon,Georgia,South,11/18/2015,First Class,0,30,0.36,84,21,Accessories,24.66,11,"Karen Carlisle, Macon, Georgia",Low,21,11
11/7/2015,CA-2015-163293,3,Karen Carlisle,Corporate,Memorex Froggy Flash Drive 4 GB,Technology,Memorex,Macon,Georgia,South,11/18/2015,First Class,0,13,0.39,33,11,Accessories,24.66,11,"Karen Carlisle, Macon, Georgia",Low,11,11
11/7/2015,CA-2015-163013,3,Bart Folk,Consumer,Newell 331,Office Supplies,Newell,Montgomery,Alabama,South,11/17/2015,Standard Class,0,4,0.27,15,5,Art,13.73,11,"Bart Folk, Montgomery, Alabama",Low,5,10
11/7/2015,CA-2015-163223,7,Kristen Hastings,Corporate,Samsung Galaxy S4 Active,Technology,Samsung,Springfield,Virginia,South,11/14/2015,Standard Class,0,910,0.26,3500,500,Phones,7.88,11,"Kristen Hastings, Springfield, Virginia",High,500,7
11/7/2015,CA-2015-162992,5,Bart Pistole,Corporate,Wi-Ex zBoost YX540 Cellular Phone Signal Booster,Technology,Other,Los Angeles,California,West,11/10/2015,First Class,0.2,73,0.13,584,146,Phones,18.39,11,"Bart Pistole, Los Angeles, California",High,146,3
11/7/2015,CA-2015-163223,3,Kristen Hastings,Corporate,"Wilson Jones Ledger-Size, Piano-Hinge Binder, 2"", Blue",Office Supplies,Wilson Jones,Springfield,Virginia,South,11/14/2015,Standard Class,0,59,0.48,123,41,Binders,7.88,11,"Kristen Hastings, Springfield, Virginia",High,41,7
11/7/2015,CA-2015-163223,3,Kristen Hastings,Corporate,Xerox 1919,Office Supplies,Xerox,Springfield,Virginia,South,11/14/2015,Standard Class,0,60,0.49,123,41,Paper,7.88,11,"Kristen Hastings, Springfield, Virginia",High,41,7
11/8/2015,CA-2015-163412,3,Suzanne McNair,Corporate,Harbour Creations 67200 Series Stacking Chairs,Furniture,Other,New York City,New York,East,11/13/2015,Second Class,0.1,36,0.19,192,71.11,Chairs,0.94,11,"Suzanne McNair, New York City, New York",Low,71.11,5
11/9/2015,CA-2015-163419,1,Tracy Zic,Consumer,"BIC Brite Liner Grip Highlighters, Assorted, 5/Pack",Office Supplies,BIC,Louisville,Colorado,West,11/20/2015,Second Class,0.2,1,0.24,3,3.75,Art,2.99,11,"Tracy Zic, Louisville, Colorado",Low,3.75,11
11/9/2015,CA-2015-163468,4,Joe Kamberova,Consumer,BPI Conference Tables,Furniture,Other,Des Plaines,Illinois,Central,11/20/2015,First Class,0.5,-175,-0.6,292,146,Tables,24.97,11,"Joe Kamberova, Des Plaines, Illinois",Loss,146,11
11/9/2015,CA-2015-163468,2,Joe Kamberova,Consumer,Dana Swing-Arm Lamps,Furniture,Dana,Des Plaines,Illinois,Central,11/20/2015,First Class,0.6,-7,-0.88,9,11.25,Furnishings,24.97,11,"Joe Kamberova, Des Plaines, Illinois",Loss,11.25,11
11/9/2015,CA-2015-163419,5,Tracy Zic,Consumer,"Global Airflow Leather Mesh Back Chair, Black",Furniture,Global,Louisville,Colorado,West,11/20/2015,Second Class,0.2,75,0.13,604,151,Chairs,2.99,11,"Tracy Zic, Louisville, Colorado",High,151,11
11/9/2015,CA-2015-163447,14,Thomas Brumley,Home Office,"Global Push Button Manager's Chair, Indigo",Furniture,Global,New York City,New York,East,11/13/2015,Standard Class,0.1,162,0.21,767,60.87,Chairs,10.09,11,"Thomas Brumley, New York City, New York",High,60.87,4
11/9/2015,CA-2015-163419,2,Tracy Zic,Consumer,Samsung Galaxy S III - 16GB - pebble blue (T-Mobile),Technology,Samsung,Louisville,Colorado,West,11/20/2015,Second Class,0.2,56,0.1,560,350,Phones,2.99,11,"Tracy Zic, Louisville, Colorado",High,350,11
11/9/2015,CA-2015-163468,3,Joe Kamberova,Consumer,Wilson Jones Turn Tabs Binder Tool for Ring Binders,Office Supplies,Wilson Jones,Des Plaines,Illinois,Central,11/20/2015,First Class,0.8,-5,-1.7,3,5,Binders,24.97,11,"Joe Kamberova, Des Plaines, Illinois",Loss,5,11
11/10/2015,CA-2015-163552,9,Laura Armstrong,Corporate,9-3/4 Diameter Round Wall Clock,Furniture,Other,Hackensack,New Jersey,East,11/15/2015,Standard Class,0,52,0.42,124,13.78,Furnishings,13.18,11,"Laura Armstrong, Hackensack, New Jersey",High,13.78,5
11/10/2015,CA-2015-163552,5,Laura Armstrong,Corporate,Avery 514,Office Supplies,Avery,Hackensack,New Jersey,East,11/15/2015,Standard Class,0,7,0.49,14,2.8,Labels,13.18,11,"Laura Armstrong, Hackensack, New Jersey",Low,2.8,5
11/10/2015,CA-2015-163559,3,Shui Tom,Consumer,Avery Arch Ring Binders,Office Supplies,Avery,New York City,New York,East,11/18/2015,Second Class,0.2,47,0.34,139,57.92,Binders,0.94,11,"Shui Tom, New York City, New York",High,57.92,8
11/10/2015,CA-2015-163552,3,Laura Armstrong,Corporate,Cisco SPA508G,Technology,Cisco,Hackensack,New Jersey,East,11/15/2015,Standard Class,0,57,0.29,198,66,Phones,13.18,11,"Laura Armstrong, Hackensack, New Jersey",High,66,5
11/10/2015,CA-2015-163552,5,Laura Armstrong,Corporate,Easy-staple paper,Office Supplies,Easy-staple paper,Hackensack,New Jersey,East,11/15/2015,Standard Class,0,83,0.47,177,35.4,Paper,13.18,11,"Laura Armstrong, Hackensack, New Jersey",High,35.4,5
11/10/2015,CA-2015-163468,5,Joe Kamberova,Consumer,Fellowes Stor/Drawer Steel Plus Storage Drawers,Office Supplies,Fellowes,Des Plaines,Illinois,Central,11/20/2015,First Class,0.2,-67,-0.18,382,95.5,Storage,24.97,11,"Joe Kamberova, Des Plaines, Illinois",Loss,95.5,10
11/10/2015,CA-2015-163552,3,Laura Armstrong,Corporate,Global Commerce Series High-Back Swivel/Tilt Chairs,Furniture,Global,Hackensack,New Jersey,East,11/15/2015,Standard Class,0,214,0.25,855,285,Chairs,13.18,11,"Laura Armstrong, Hackensack, New Jersey",High,285,5
11/10/2015,CA-2015-163748,5,Hunter Glantz,Consumer,Hewlett Packard 610 Color Digital Copier / Printer,Technology,Hewlett-Packard,Fort Worth,Texas,Central,11/11/2015,Standard Class,0.2,625,0.31,2000,500,Copiers,8.21,11,"Hunter Glantz, Fort Worth, Texas",High,500,1
11/10/2015,CA-2015-163468,6,Joe Kamberova,Consumer,Hon 4-Shelf Metal Bookcases,Furniture,Hon,Des Plaines,Illinois,Central,11/20/2015,First Class,0.3,-30,-0.07,424,100.95,Bookcases,24.97,11,"Joe Kamberova, Des Plaines, Illinois",Loss,100.95,10
11/10/2015,CA-2015-163748,4,Hunter Glantz,Consumer,"Hoover Replacement Belts For Soft Guard & Commercial Ltweight Upright Vacs, 2/Pk",Office Supplies,Hoover,Fort Worth,Texas,Central,11/11/2015,Standard Class,0.8,-9,-2.7,3,3.75,Appliances,8.21,11,"Hunter Glantz, Fort Worth, Texas",Loss,3.75,1
11/10/2015,CA-2015-163650,3,Thomas Thornton,Consumer,Ibico Covers for Plastic or Wire Binding Elements,Office Supplies,Ibico,Dover,Delaware,East,11/21/2015,First Class,0,16,0.45,35,11.67,Binders,19.98,11,"Thomas Thornton, Dover, Delaware",Low,11.67,11
11/10/2015,CA-2015-163650,3,Thomas Thornton,Consumer,Newell 351,Office Supplies,Newell,Dover,Delaware,East,11/21/2015,First Class,0,3,0.29,10,3.33,Art,19.98,11,"Thomas Thornton, Dover, Delaware",Low,3.33,11
